Naval Science,,Hours,,
NAVA 100,Naval Science Laboratory,1,,
NAVA 101,Naval Orientation,3,2013,Fall
NAVA 103,Sea Power and Maritime Affairs,3,,
NAVA 203,Leadership and Management I,3,2013,Fall
NAVA 301,Navigation i,3,,
NAVA 302,Naval Operations and Seamanship,3,2013,Fall
NAVA 303,Evolution of Warfare,3,2013,Fall
NAVA 304,Naval Weapons-Naval Ship Systems II,3,,
NAVA 402,Leadership and Ethics,3,,
NAVA 403,Naval Engineering,3,2013,Fall
NAVA 410,Amphibious Warfare,3,,
