BIOE,420,3,Rice,Taken
BIOE,442,1,Rice,Taken
BIOE,443,1,Rice,Taken
BIOE,451,3,Rice,Taken
TECH,101,3,Rice,Taken
DIST,107,3,Rice,Taken
OPEN,104,3,Rice,Taken
