MATH,102,3,Rice,Taken
PHYS,102,4,Rice,Taken
DIST,102,3,Rice,Taken
OPEN,102,3,Rice,Taken
OPEN,103,3,Rice,Taken
LPAP,102,0,Rice,Taken
