MATH,211,3,Rice,Taken
BIOS,201,3,Rice,Taken
CEVE,310,3,Rice,Taken
CEVE,211,3,Rice,Taken
DIST,103,3,Rice,Taken
OPEN,103,3,Rice,Taken
